GeneName	tSNE_1	tSNE_2	x	SELL_Opacity	SELL_Expr	SELL_Color
TTS26-0205	39.6584073588394	-16.8393430447809	4	0.10055773591568966	2.2701124986958	#ffffff
PTC152-0322	-36.2491039580083	-7.2843104181799	0	1.0	4888.53494854384	#ff0000
NTH121-0322	-16.5772974175732	23.8845067190594	0	0.1	0.0	#ffffff
NTC136-1116	27.4927963464528	-39.2385354247433	9	0.10016883048970605	0.687178634298116	#ffffff
NTR82-0407	-12.5439256686093	2.58236840624729	0	0.10082638353125414	3.36356962182847	#ffffff
PTC40-0205	-17.7578242244813	-21.6021134527347	2	0.1	0.0	#ffffff
TTR236-0407	-3.12448025469793	25.1490848333277	1	0.18468654526464423	344.693571757737	#ffe8e8
TTS1-28-0508	37.9413156009497	-5.40005231678955	4	0.3151018955117063	875.513818919994	#ffc3c3
TTC14-0322	-29.8541758505374	-3.88579344806602	0	0.1	0.0	#ffffff
TTC106-1116	-30.2960137665339	-6.85236776818647	0	0.10085180601968019	3.46704495325402	#ffffff
TTC105-0407	3.43905878519312	-11.6897766059674	5	0.1	0.0	#ffffff
TTH86-1116	-4.34142188578947	26.6726967441636	0	0.5078748951621226	1660.14393436876	#ff8c8c
JTC-9-0508	-9.11359562224945	-25.1081358917353	7	0.1	0.0	#ffffff
PTH15-0407	-8.45088636628343	41.9511548932823	1	0.10050826477998127	2.06875368292471	#ffffff
PTR92-0407	-10.7614513856508	25.1637845780005	0	0.10090954166634093	3.70204221525174	#ffffff
TTS109-0205	40.4899481035607	-15.9564383561046	4	0.12518777025523922	102.519974888105	#fff8f8
PTC123-0205	-13.7762348345381	-17.844287195093	2	0.26138738871740863	656.883514138137	#ffd2d2
TTR58-0322	25.1514287829206	-15.1046012372477	8	0.1	0.0	#ffffff
TTH141-0322	-7.58367057550223	-5.95889022889765	6	0.1	0.0	#ffffff
TTH56-0322	-31.472456640267	17.4099172039449	0	0.1	0.0	#ffffff
JTH-49-0508	12.073234045635	12.3574328063131	3	0.5592322176092946	1869.17996075181	#ff7d7d
PTR18-1116	6.83464122985613	29.9249893988091	1	1.0	5542.34433280138	#ff0000
JTC-52-0508	0.654785731522388	-17.7993768040651	7	0.1	0.0	#ffffff
PTS135-0205	35.0132823668466	22.2142395466615	3	0.27612445635665134	716.866743657439	#ffcece
TTH1-39-0508	-23.058314920916	-23.4682253209991	2	0.1	0.0	#ffffff
PTH16-1116	-37.3519189407797	-10.3194019415587	2	0.10072480038529327	2.95010302802402	#ffffff
TTH156-0508	28.9880843935798	-7.2136704898896	4	0.10040094397384075	1.63193350237663	#ffffff
JTS-64-0508	-0.385616083672422	-0.309020603736291	6	0.1	0.0	#ffffff
NTC156-0322	-38.9971364884461	11.2656200867	5	0.1	0.0	#ffffff
PTC97-0205	-13.4189231329909	-16.6844440656548	2	0.1	0.0	#ffffff
PTC132-1116	-40.1557646265756	-27.3854666842556	2	0.10322602934486551	13.1306758824794	#ffffff
TTR38-1116	31.9646408333828	-37.5433599870256	9	0.10045259216567441	1.84215343356333	#ffffff
NTC95-0407	-40.4098615448284	7.97350239697321	5	0.10047995637978509	1.95353203178901	#ffffff
TTC2-51-0508	2.16899969991061	-17.5470279795605	7	0.1	0.0	#ffffff
TTC29-0508	-3.13587246408841	-41.2443544499897	7	0.1	0.0	#ffffff
PTH36-0322	4.04654030741399	33.1029034335953	0	0.1	0.0	#ffffff
PTC189-1116	-40.4468031349693	-16.806642004505	2	0.1008684501844784	3.5347905035689	#ffffff
PTC9-0508	36.4306084615003	17.6973789397372	3	0.3315346770816764	942.398991240661	#ffbebe
TTR164-0407	-11.7676780644033	1.96699224194022	0	0.10078767443375737	3.20601475837306	#ffffff
TTC22-0508	-3.31509642116664	-39.9306274489482	7	0.1	0.0	#ffffff
NTH171-0322	-11.9559900623643	23.052036096623	0	0.1	0.0	#ffffff
TTS1-78-0508	32.6081348861267	-0.178623306042196	4	0.3006364773944871	816.636264968398	#ffc7c7
PTR42-0407	-20.0847276016944	21.1375919023873	0	0.24375459460482463	585.114016826114	#ffd7d7
PTS1-2-0508	17.4823561521526	27.3119101131636	3	0.7272060316718888	2552.87172961628	#ff4e4e
TTH77-0205	11.142777625517	2.80281708080254	6	0.10174021662167862	7.08307891276104	#ffffff
TTR139-0407	-15.6300602002205	6.51068533037086	0	0.10028665021121054	1.16673179710545	#ffffff
TTH85-0407	-30.1137925303072	-3.66815528444834	0	0.10192986309801014	7.85498336456859	#ffffff
TTR185-0322	30.2450755636411	-22.7799773733668	8	0.32143850581949457	901.305269415499	#ffc1c1
TTC10-0205	-0.914848492524664	-40.8832575560981	7	0.1	0.0	#ffffff
TTC64-0322	6.81658395203551	-32.168814767106	11	0.1	0.0	#ffffff
NTH178-0322	-37.2434862549107	-6.78026422548511	2	0.1	0.0	#ffffff
TTR143-0508	35.829508339178	-9.17530058371183	4	0.3131707475630824	867.653605920117	#ffc3c3
NTR32-0407	-20.7372596356098	20.3965903652535	0	0.10047199917692284	1.92114439964251	#ffffff
PTH65-0407	0.451000078790337	43.8022053146715	1	0.7213355264961868	2528.97743341242	#ff4f4f
TTH120-0407	-27.3587850957311	2.86181762647417	0	0.1	0.0	#ffffff
PTH57-0205	29.5051476823361	28.7857295293634	3	0.3626075858136728	1068.87282320846	#ffb5b5
PTH5-0407	0.202728483781103	39.9573228118496	1	0.3958485854686179	1204.17128017178	#ffacac
TTH191-0322	-34.7867571691713	-24.1798216327258	2	0.5301698612928833	1750.88953609114	#ff8686
NTH34-0508	1.88499306493276	-3.5402718268507	6	0.1	0.0	#ffffff
NTC49-0508	0.759384978828406	-17.9914885632423	5	0.1	0.0	#ffffff
JTC-2-0508	-2.94065583218995	-26.4642415805567	7	0.1	0.0	#ffffff
TTR103-0322	19.8074985098404	-16.8349261685047	8	0.1	0.0	#ffffff
TTC122-0205	2.14062303261081	-29.3780944930668	7	0.1	0.0	#ffffff
PTC159-0322	-41.2746575101837	-5.75723351080487	0	0.3837147029394198	1154.78360831425	#ffafaf
TTH1-89-0508	25.7093170009007	14.9725937156106	3	1.0	8625.30713738939	#ff0000
NTH100-0407	-7.3060665361488	27.50994096856	0	0.4749745981832517	1526.23221507382	#ff9595
TTR118-0508	25.695859011989	-10.480802670978	4	0.1356092964474691	144.937965551685	#fff5f5
TTR114-0407	18.1136054767261	-18.1512178959753	8	0.18041383928478572	327.302683031958	#ffe9e9
TTC176-0322	-16.6645293695449	4.54455541740545	5	0.10063006883284838	2.56452398393446	#ffffff
PTR6-1116	-9.09755875706566	39.0672605007217	1	0.1	0.0	#ffffff
PTC182-1116	-40.728354824725	-23.4684444069155	2	0.10043298569377264	1.7623506170915	#ffffff
NTH157-0407	-28.4968072652953	2.56879220304722	0	0.100550457793738	2.24048888087831	#ffffff
TTC79-0508	-3.74897444109527	-38.2684481801375	7	0.1	0.0	#ffffff
NTC45-0407	-13.2239705483194	1.4921301768249	5	0.1	0.0	#ffffff
PTC47-0205	6.06218235432883	39.9738351249007	1	0.2224469487352777	498.387033955679	#ffdddd
PTH3-6-0508	36.2605776711339	23.4929661378152	3	1.0	5325.68450666161	#ff0000
TTH1-32-0508	21.2561923557228	-4.07920704362339	4	0.1	0.0	#ffffff
NTC106-0322	-37.7735037585262	-23.4256682596953	2	0.1	0.0	#ffffff
PTC102-0322	2.1139546136393	33.934859576898	1	1.0	4201.62335655745	#ff0000
NTC186-1116	-22.1487083343301	-14.3989835290279	0	0.10102076073832159	4.15472922767842	#ffffff
PTH9-0508	14.1724414997562	16.3410878765486	3	0.1	0.0	#ffffff
TTH52-0205	9.36426506414396	-3.78605883420497	6	0.1	0.0	#ffffff
JTH-42-0508	-17.5968164322958	-24.2398392143356	2	0.10040291666469763	1.63996280449663	#ffffff
TTR51-0322	23.8014031147931	-25.8344158432964	8	0.14040982795718782	164.47722467779	#fff4f4
TTR135-0322	27.795669831833	-28.107678192718	8	0.1	0.0	#ffffff
TTC67-0205	-1.26328734115214	-32.6463763583897	7	0.1	0.0	#ffffff
PTR67-0407	-1.491515746511	42.5349300365563	1	0.28128014738614815	737.851583106056	#ffcccc
TTC72-0508	-25.3813118514471	-27.9277174885416	2	0.1	0.0	#ffffff
PTH32-0205	-12.5166435980782	-5.6561844070669	2	0.20065495860639188	409.688659381991	#ffe3e3
