GeneName	tSNE_1	tSNE_2	x	CD8A_Opacity	CD8A_Expr	CD8A_Color
TTS26-0205	39.6584073588394	-16.8393430447809	4	0.1	0.0	#ffffff
PTC152-0322	-36.2491039580083	-7.2843104181799	0	0.32468514713562546	641.157600160678	#ffc0c0
NTH121-0322	-16.5772974175732	23.8845067190594	0	0.1	0.0	#ffffff
NTC136-1116	27.4927963464528	-39.2385354247433	9	0.4278969481804852	935.680987709027	#ffa3a3
NTR82-0407	-12.5439256686093	2.58236840624729	0	0.1004061170400296	1.15888847166456	#ffffff
PTC40-0205	-17.7578242244813	-21.6021134527347	2	0.4944951870132904	1125.72455547185	#ff9090
TTR236-0407	-3.12448025469793	25.1490848333277	1	0.1	0.0	#ffffff
TTS1-28-0508	37.9413156009497	-5.40005231678955	4	0.1	0.0	#ffffff
TTC14-0322	-29.8541758505374	-3.88579344806602	0	1.0	3113.73936171558	#ff0000
TTC106-1116	-30.2960137665339	-6.85236776818647	0	1.0	3744.48469298277	#ff0000
TTC105-0407	3.43905878519312	-11.6897766059674	5	0.5770472920118909	1361.29379626891	#ff7878
TTH86-1116	-4.34142188578947	26.6726967441636	0	0.1	0.0	#ffffff
JTC-9-0508	-9.11359562224945	-25.1081358917353	7	0.17449844477911008	212.587457066954	#ffeaea
PTH15-0407	-8.45088636628343	41.9511548932823	1	0.1	0.0	#ffffff
PTR92-0407	-10.7614513856508	25.1637845780005	0	0.1	0.0	#ffffff
TTS109-0205	40.4899481035607	-15.9564383561046	4	0.1	0.0	#ffffff
PTC123-0205	-13.7762348345381	-17.844287195093	2	0.23662999512575922	389.884960806593	#ffd9d9
TTR58-0322	25.1514287829206	-15.1046012372477	8	0.1	0.0	#ffffff
TTH141-0322	-7.58367057550223	-5.95889022889765	6	0.1	0.0	#ffffff
TTH56-0322	-31.472456640267	17.4099172039449	0	0.1	0.0	#ffffff
JTH-49-0508	12.073234045635	12.3574328063131	3	0.1	0.0	#ffffff
PTR18-1116	6.83464122985613	29.9249893988091	1	0.1	0.0	#ffffff
JTC-52-0508	0.654785731522388	-17.7993768040651	7	0.5987460551864014	1423.21300677652	#ff7272
PTS135-0205	35.0132823668466	22.2142395466615	3	0.1	0.0	#ffffff
TTH1-39-0508	-23.058314920916	-23.4682253209991	2	0.1	0.0	#ffffff
