GeneName	tSNE_1	tSNE_2	x	GZMK_Opacity	GZMK_Expr	GZMK_Color
JTC-59-0508	-27.6353592441631	-30.758714266819	2	0.1	0.0	#ffffff
TTC2-58-0508	-2.49559415397398	-45.1433275560386	7	0.10035935925822859	2.60492811090633	#ffffff
TTR115-1116	23.531173834161	-25.9165760549648	8	0.1	0.0	#ffffff
TTC131-1116	-30.2644700141671	11.4927280927833	0	0.6345592307365037	3874.91997271496	#ff6868
TTH106-0508	7.61545107788398	3.60797570517611	6	0.1	0.0	#ffffff
PTR9-0508	15.2042752361073	20.0896547759849	3	0.1	0.0	#ffffff
TTR31-1116	25.278753878458	-15.2111466085375	8	0.1	0.0	#ffffff
PTC35-1202	43.0631949524504	12.9250500533245	10	0.1	0.0	#ffffff
PTH3-96-0508	25.920017212859	17.9142890624004	3	0.1	0.0	#ffffff
JTS-39-0508	16.1491362227005	2.50831568247031	6	0.1	0.0	#ffffff
PTC139-1116	-37.2323070632551	-8.78413795705314	0	0.659947830167084	4058.95718572365	#ff6161
NTH16-0508	1.31995550667548	-5.3761989147065	6	0.3919210862747189	2116.08140430772	#ffadad
JTS-82-0508	18.364727073492	25.2020690805865	3	0.1	0.0	#ffffff
TTR160-0322	14.7438062760126	-21.5291005257692	8	0.1	0.0	#ffffff
TTH188-0508	23.4212515370892	-3.83731094237138	4	0.1	0.0	#ffffff
TTC48-1202	52.6406047961502	8.96429586314498	10	0.12080353795890861	150.800959192199	#fffafa
TTC124-1116	-31.8332720525843	13.3228644256771	5	0.10140022611328861	10.1499774407105	#ffffff
JTS-96-0508	28.4260910678646	0.854798396429982	4	0.1	0.0	#ffffff
PTH34-1116	8.84734095964809	42.7348453700382	1	0.1	0.0	#ffffff
NTH38-1116	-16.7318331501278	20.5928376496166	0	0.45031716501188956	2539.38366683742	#ff9c9c
PTC80-0407	-26.2026082117711	-0.507339118181803	0	0.10181071645566567	13.1255452259528	#ffffff
NTC70-0407	-32.4118119755319	-5.89905588750484	0	0.8696208745954295	5578.83790404171	#ff2525
TTS46-1202	48.0007590855326	9.64841918341155	10	0.1	0.0	#ffffff
PTC150-1116	-39.0860493925993	-27.3453183070278	2	0.1	0.0	#ffffff
TTH67-0407	-21.1267844833275	24.2052008674593	0	0.22796920285180935	927.624838391976	#ffdbdb
NTH175-0407	27.8935762326819	27.2126951818356	3	0.1008502774998265	6.16350270836847	#ffffff
TTC2-83-0508	-6.01178397814957	-39.8946251819139	7	0.1	0.0	#ffffff
TTC144-0322	-12.3535612145363	3.45154908446729	5	0.10331761167395473	24.0487470759928	#ffffff
TTR204-0407	-24.4362810228567	15.9577867947469	0	0.5245578786679648	3077.54072707223	#ff8787
TTR182-0407	-12.222452132205	3.63906808685009	0	0.8461063847630549	5408.38576130323	#ff2c2c
TTC47-0508	0.279000630169209	-41.366445363236	7	0.1	0.0	#ffffff
TTC26-1116	10.9340714665028	-37.277482169486	11	0.10016762210334086	1.215061304262	#ffffff
NTH153-0322	21.9074091000699	33.4747876463797	1	0.1	0.0	#ffffff
PTS2-6-0508	14.7937560110087	26.2079900867964	3	0.1	0.0	#ffffff
PTC120-0322	-38.0887358888549	-14.8772422859868	0	0.2378538525112455	999.276816669233	#ffd8d8
TTH166-0322	-9.46232317796597	22.9135391244992	0	0.1	0.0	#ffffff
PTH39-0205	24.5830230763492	17.5922984607074	3	0.1	0.0	#ffffff
PTR74-0407	7.97384533431959	43.6601556206206	1	0.1	0.0	#ffffff
NTC168-1116	-24.3591085035231	-13.3703037421861	0	0.37843278587132945	2018.307235187	#ffb1b1
TTH11-1116	-22.4697849665116	9.15649779230053	0	0.10052853788664284	3.83127237456386	#ffffff
NTR50-0407	-20.8737092719793	3.10410802912449	0	0.30959223970489147	1519.29497997739	#ffc4c4
PTS24-0205	21.708351151897	21.6700219786759	3	0.1	0.0	#ffffff
PTH3-21-0508	24.3619545899552	29.307554040448	3	0.1	0.0	#ffffff
TTC158-0322	-39.4716468941713	19.3788686529554	5	0.34091482309835613	1746.34653387375	#ffbbbb
TTS1-8-0508	31.1261673753802	2.13442162460532	4	0.1	0.0	#ffffff
JTC-84-0508	-3.37831374899768	-23.9681841822028	7	0.1	0.0	#ffffff
