GeneName	tSNE_1	tSNE_2	x	TIGIT_Opacity	TIGIT_Expr	TIGIT_Color
NTC49-0508	0.759384978828406	-17.9914885632423	5	0.10047843689519571	0.838957032257806	#ffffff
JTC-2-0508	-2.94065583218995	-26.4642415805567	7	0.415685742933924	553.566785248884	#ffa6a6
TTR103-0322	19.8074985098404	-16.8349261685047	8	1.0	3207.99535817884	#ff0000
TTC122-0205	2.14062303261081	-29.3780944930668	7	0.23547164594993464	237.554609986226	#ffd9d9
PTC159-0322	-41.2746575101837	-5.75723351080487	0	1.0	2647.60965760607	#ff0000
TTH1-89-0508	25.7093170009007	14.9725937156106	3	0.1	0.0	#ffffff
NTH100-0407	-7.3060665361488	27.50994096856	0	0.10037217176570763	0.652617143835644	#ffffff
TTR118-0508	25.695859011989	-10.480802670978	4	0.8155337636708735	1254.71527985737	#ff3535
TTR114-0407	18.1136054767261	-18.1512178959753	8	0.9767344090700647	1537.38665495445	#ff0707
TTC176-0322	-16.6645293695449	4.54455541740545	5	0.10507479023907806	8.89883493739804	#fffefe
PTR6-1116	-9.09755875706566	39.0672605007217	1	0.10045793083827778	0.802998892683004	#ffffff
PTC182-1116	-40.728354824725	-23.4684444069155	2	0.1	0.0	#ffffff
NTH157-0407	-28.4968072652953	2.56879220304722	0	0.1	0.0	#ffffff
TTC79-0508	-3.74897444109527	-38.2684481801375	7	0.5992315009657737	875.421153062471	#ff7272
NTC45-0407	-13.2239705483194	1.4921301768249	5	0.1010135677449255	1.77732903923951	#ffffff
PTC47-0205	6.06218235432883	39.9738351249007	1	0.1	0.0	#ffffff
PTH3-6-0508	36.2605776711339	23.4929661378152	3	0.10046995287889483	0.824079991609635	#ffffff
TTH1-32-0508	21.2561923557228	-4.07920704362339	4	0.32030279722004407	386.309214046332	#ffc1c1
NTC106-0322	-37.7735037585262	-23.4256682596953	2	0.1	0.0	#ffffff
PTC102-0322	2.1139546136393	33.934859576898	1	0.1	0.0	#ffffff
NTC186-1116	-22.1487083343301	-14.3989835290279	0	0.10041107783477009	0.720840394519748	#ffffff
PTH9-0508	14.1724414997562	16.3410878765486	3	0.1	0.0	#ffffff
TTH52-0205	9.36426506414396	-3.78605883420497	6	0.1	0.0	#ffffff
JTH-42-0508	-17.5968164322958	-24.2398392143356	2	0.1	0.0	#ffffff
TTR51-0322	23.8014031147931	-25.8344158432964	8	0.27213019041587017	301.836742030937	#ffcfcf
TTR135-0322	27.795669831833	-28.107678192718	8	1.0	1908.39325151293	#ff0000
TTC67-0205	-1.26328734115214	-32.6463763583897	7	0.13368940906665366	59.0756418096004	#fff6f6
PTR67-0407	-1.491515746511	42.5349300365563	1	1.0	1689.81567797552	#ff0000
TTC72-0508	-25.3813118514471	-27.9277174885416	2	0.8911374274894431	1387.28913873399	#ff1f1f
PTH32-0205	-12.5166435980782	-5.6561844070669	2	0.1	0.0	#ffffff
PTR11-1116	-10.5123224944944	40.1230640329534	1	0.1	0.0	#ffffff
PTC127-0322	-36.5117759702297	7.42768066747491	5	0.1	0.0	#ffffff
PTH124-0322	-33.6287852474566	-1.84058623611255	2	0.1	0.0	#ffffff
NTH182-0407	8.16768262033392	4.56387073121478	5	0.10051887384558594	0.909864740742683	#ffffff
PTR31-0322	-0.806914521335418	17.2671353647356	1	0.1	0.0	#ffffff
JTC-77-0508	-6.47373296329552	-22.7640217348328	7	0.1	0.0	#ffffff
PTH3-14-0508	28.2184957652009	21.3768956610768	3	0.10060593266885076	1.06252565116062	#ffffff
NTC181-0322	1.21827437897225	-9.41242657405471	5	0.1	0.0	#ffffff
TTS1-53-0508	29.5727036660367	1.87998018081365	4	1.0	1585.16062057117	#ff0000
NTC24-0508	4.08734128076138	-10.5467528642869	5	0.1	0.0	#ffffff
TTR33-0322	21.0399023766031	-30.707776547098	8	0.8638474739448597	1339.43518209703	#ff2727
PTC23-0407	-40.9027967823383	-10.2320764475808	0	0.7349350310972524	1113.38238065434	#ff4c4c
TTH181-0508	28.2617972561721	-6.10280388726062	4	0.874099746309106	1357.41292604399	#ff2424
TTR168-0508	26.8563635990587	1.20623426027293	4	0.2551968417444843	272.143480306794	#ffd4d4
NTR58-1116	15.81019670985	-17.7645069802939	8	1.0	3204.9291630666	#ff0000
NTH128-0322	-23.5829274098878	21.9063350479944	0	0.1	0.0	#ffffff
JTH-24-0508	5.05474435331054	-1.0628869362578	6	0.3226532664588064	390.430849975264	#ffc0c0
TTR13-1116	16.0318195372535	-30.8873502324786	0	0.9297349964382431	1454.97142290316	#ff1414
PTH19-0508	33.3646172018395	24.7878194021297	3	0.10055860706023904	0.979538422229535	#ffffff
NTR89-0407	-32.2402679825676	9.32671442794242	0	0.1	0.0	#ffffff
TTC43-0407	-45.2420251509894	6.79512121961274	0	0.10048381295429576	0.848384153437444	#ffffff
NTC110-0407	-35.0852541310878	-12.6060283562779	0	0.11951561077223008	34.2213551266175	#fffafa
TTR211-0407	-29.1400816051963	13.5635472292581	0	0.1012556191924102	2.20177532687878	#ffffff
PTH91-1116	3.33908886088401	45.548849864045	1	0.10041496206507201	0.727651537973413	#ffffff
PTC2-77-0508	33.734720780665	18.2915912181918	3	0.1	0.0	#ffffff
TTH152-0407	-19.8311687293417	9.83845718020999	0	0.29245670480252833	337.480047046117	#ffc9c9
PTH149-0322	0.762473806762766	37.0809909727602	1	0.1	0.0	#ffffff
PTS3-53-0508	26.9080733369461	20.7375855875873	3	0.10439193439890351	7.70142162148224	#fffefe
PTC2-52-0508	36.6955814091624	17.6781287834594	3	0.1	0.0	#ffffff
TTR161-0508	25.4824904252165	-10.464095401796	4	0.5134600686549369	725.017730946445	#ff8a8a
PTC26-0322	19.8294691101152	0.525891713447973	0	0.7570910486691071	1152.23378809258	#ff4545
TTS1-1-0508	39.9958937624301	-16.3888315750804	4	0.2265084319532379	221.837278213382	#ffdcdc
NTC63-0407	-31.1481526542157	1.35043836979869	0	0.10084279355422589	1.47787009354728	#ffffff
TTR132-0407	-21.0172171326627	11.5421214759384	0	0.1	0.0	#ffffff
NTC2-24-0508	-3.80760144985105	-29.0410500350163	7	0.10033409542371147	0.585848850668659	#ffffff
TTH1-14-0508	13.8064605555595	12.1559476147225	3	0.1	0.0	#ffffff
PTR38-0322	7.34613511689395	29.7773120185923	1	0.5994384167000698	875.783987559801	#ff7272
PTC65-0205	-7.14765689883276	-11.8275057275703	2	0.1	0.0	#ffffff
PTR1-0322	-1.29386522405538	22.7273368824934	1	0.2854137354315699	325.129936214207	#ffcbcb
NTH2-40-0508	13.4976953464752	-2.22310406795463	4	0.265348227748215	289.944316238374	#ffd1d1
PTC2-59-0508	-26.8131372145052	-32.3297423667118	2	0.6282315895486699	926.273895601835	#ff6a6a
JTS-14-0508	32.0327576844069	0.295237131068138	4	0.40266464716905137	530.733805666125	#ffaaaa
PTR49-0407	-20.0443629227986	28.774117906327	0	0.10094166781531025	1.6512498171409	#ffffff
NTH56-1116	-37.9784636681746	-9.00451430182387	2	0.1	0.0	#ffffff
PTR93-1116	6.16034063649792	31.0563318463787	1	0.39907591025230593	524.440820941368	#ffabab
TTC85-0205	-19.5821973582266	-31.4249896894994	2	0.1	0.0	#ffffff
PTR13-0322	-1.49649563771851	44.3849731662724	1	0.1	0.0	#ffffff
JTC-59-0508	-27.6353592441631	-30.758714266819	2	0.7351799619203478	1113.81187603506	#ff4c4c
TTC2-58-0508	-2.49559415397398	-45.1433275560386	7	0.30814696046624124	364.993498577923	#ffc5c5
TTR115-1116	23.531173834161	-25.9165760549648	8	1.0	2296.70477341238	#ff0000
TTC131-1116	-30.2644700141671	11.4927280927833	0	0.1	0.0	#ffffff
TTH106-0508	7.61545107788398	3.60797570517611	6	0.1	0.0	#ffffff
PTR9-0508	15.2042752361073	20.0896547759849	3	0.10067963861455803	1.19177179018388	#ffffff
TTR31-1116	25.278753878458	-15.2111466085375	8	0.24492060063198284	254.123706261184	#ffd6d6
PTC35-1202	43.0631949524504	12.9250500533245	10	0.1	0.0	#ffffff
PTH3-96-0508	25.920017212859	17.9142890624004	3	0.1	0.0	#ffffff
JTS-39-0508	16.1491362227005	2.50831568247031	6	0.1	0.0	#ffffff
PTC139-1116	-37.2323070632551	-8.78413795705314	0	0.10030949794597435	0.542716251300613	#ffffff
NTH16-0508	1.31995550667548	-5.3761989147065	6	0.10398018285776016	6.97939985757981	#fffefe
JTS-82-0508	18.364727073492	25.2020690805865	3	0.10068258959296489	1.19694644145207	#ffffff
TTR160-0322	14.7438062760126	-21.5291005257692	8	0.10667326211542133	11.7018152990525	#fffefe
TTH188-0508	23.4212515370892	-3.83731094237138	4	0.38679592276035357	502.90740249922	#ffaeae
TTC48-1202	52.6406047961502	8.96429586314498	10	0.3065358354708077	362.16833049758	#ffc5c5
TTC124-1116	-31.8332720525843	13.3228644256771	5	0.10132684604964062	2.32667429131723	#ffffff
JTS-96-0508	28.4260910678646	0.854798396429982	4	0.521928822342628	739.8680080302	#ff8888
PTH34-1116	8.84734095964809	42.7348453700382	1	0.1572863356580159	100.453737233024	#ffefef
NTH38-1116	-16.7318331501278	20.5928376496166	0	0.16579617065757835	115.376051937278	#ffeded
PTC80-0407	-26.2026082117711	-0.507339118181803	0	0.10042895607241902	0.752190554489752	#ffffff
NTC70-0407	-32.4118119755319	-5.89905588750484	0	1.0	1584.63606811303	#ff0000
TTS46-1202	48.0007590855326	9.64841918341155	10	0.1	0.0	#ffffff
PTC150-1116	-39.0860493925993	-27.3453183070278	2	0.2484223196478032	260.26410183438	#ffd5d5
TTH67-0407	-21.1267844833275	24.2052008674593	0	0.10042340386106896	0.742454543735813	#ffffff
NTH175-0407	27.8935762326819	27.2126951818356	3	0.1	0.0	#ffffff
TTC2-83-0508	-6.01178397814957	-39.8946251819139	7	0.7555789033033516	1149.58218450361	#ff4646
TTC144-0322	-12.3535612145363	3.45154908446729	5	0.10078593733934334	1.37817058921922	#ffffff
TTR204-0407	-24.4362810228567	15.9577867947469	0	0.1	0.0	#ffffff
TTR182-0407	-12.222452132205	3.63906808685009	0	0.1	0.0	#ffffff
TTC47-0508	0.279000630169209	-41.366445363236	7	0.44832331401297587	610.797989713966	#ff9d9d
TTC26-1116	10.9340714665028	-37.277482169486	11	0.6501741584163306	964.751012735109	#ff6464
NTH153-0322	21.9074091000699	33.4747876463797	1	0.1	0.0	#ffffff
PTS2-6-0508	14.7937560110087	26.2079900867964	3	0.31668070949920113	379.957747436273	#ffc2c2
PTC120-0322	-38.0887358888549	-14.8772422859868	0	1.0	2007.08752614536	#ff0000
TTH166-0322	-9.46232317796597	22.9135391244992	0	0.1	0.0	#ffffff
PTH39-0205	24.5830230763492	17.5922984607074	3	0.1	0.0	#ffffff
PTR74-0407	7.97384533431959	43.6601556206206	1	0.10047265058954598	0.828810528373201	#ffffff
NTC168-1116	-24.3591085035231	-13.3703037421861	0	0.10066158794957303	1.16011927241577	#ffffff
TTH11-1116	-22.4697849665116	9.15649779230053	0	0.5726671841096809	828.839627562797	#ff7a7a
NTR50-0407	-20.8737092719793	3.10410802912449	0	0.10127313061948068	2.23248227074782	#ffffff
PTS24-0205	21.708351151897	21.6700219786759	3	0.10645388406162246	11.3171276572637	#fffefe
PTH3-21-0508	24.3619545899552	29.307554040448	3	0.1	0.0	#ffffff
TTC158-0322	-39.4716468941713	19.3788686529554	5	0.1	0.0	#ffffff
TTS1-8-0508	31.1261673753802	2.13442162460532	4	0.24147295230489674	248.078125667786	#ffd7d7
JTC-84-0508	-3.37831374899768	-23.9681841822028	7	0.4331891586721832	584.259680946524	#ffa1a1
TTH88-0322	-18.5617132767804	27.0173414413959	0	0.1	0.0	#ffffff
PTH11-0322	0.226661767503426	38.3985186190108	1	0.1	0.0	#ffffff
TTH68-1116	12.0627103839182	-19.749449518818	0	0.545340658084623	780.921539710228	#ff8181
NTR64-0407	-19.0224824267167	26.5901996736874	0	0.1	0.0	#ffffff
TTC123-0407	-12.5703565998376	-17.8243000310354	2	0.21875182654205083	208.235779830816	#ffdede
TTC101-0322	8.20056185456947	-32.1320297260573	11	0.32652113260831267	397.213298274183	#ffbfbf
TTC68-0407	-27.5205214261038	-12.2049397533469	0	0.10072831567379625	1.27712883845423	#ffffff
TTC50-0407	-28.6131427455231	-12.213870457837	0	0.10042800182480553	0.750517245524896	#ffffff
PTR75-1116	-1.43952548206256	37.7570059641935	1	0.10038901533879381	0.682152980705455	#ffffff
TTC25-0407	-37.1247290223327	0.0152438024794047	0	0.10034457578101263	0.604226550103365	#ffffff
PTR56-0322	-6.18316442278458	40.7190224916114	1	0.1	0.0	#ffffff
NTH132-0407	-38.9958776387029	-5.77708392393918	2	0.1	0.0	#ffffff
TTC71-0322	-25.0327256695008	-6.32103540732985	0	0.1	0.0	#ffffff
TTC17-0205	2.85980504413259	-17.2014867416477	7	0.22976602253736428	227.549585429262	#ffdbdb
PTC19-0322	-10.8909913223808	-2.64920647791801	5	0.1	0.0	#ffffff
PTC157-1116	-41.8212428065041	-29.0125910126964	2	0.10068803371133819	1.20649290711891	#ffffff
PTH1-0322	-5.74761841011525	43.8748037950157	1	0.1	0.0	#ffffff
PTC100-1116	-41.2913641357453	-20.6322759565962	2	0.4079183961723444	539.946451505713	#ffa8a8
NTC188-0322	-46.0948985762079	6.75477363819891	5	0.10094506526065722	1.65720736492655	#ffffff
PTH117-0322	-1.37495786942221	36.7194717046937	1	0.3247887208901076	394.175449378438	#ffc0c0
JTH-92-0508	19.7676741191862	2.25417610159359	4	0.1	0.0	#ffffff
TTH10-0407	-20.5742165098923	4.77789958511858	0	0.1	0.0	#ffffff
NTC77-0407	-40.9951928219569	-29.9073764015082	2	0.3671585321077695	468.472501786891	#ffb4b4
NTH125-0407	-43.9144718585139	6.95558170766281	0	0.1	0.0	#ffffff
PTC2-45-0508	-23.2642898940033	-30.2211420786075	2	0.1	0.0	#ffffff
PTC134-0322	-19.7232108468661	30.6753205656328	0	0.7660198617465177	1167.89079656377	#ff4343
PTC87-0407	-16.6776016556974	-26.0274821410921	2	0.10142964908335089	2.50694326499951	#ffffff
TTS83-0205	37.2770472926589	-3.58276685980393	4	1.0	1881.37250599942	#ff0000
TTS58-0205	34.928786136696	-11.0764903424778	4	1.0	2063.90991317417	#ff0000
NTC20-0407	-31.6253986627208	-9.45392107204265	0	1.0	3710.91056490514	#ff0000
PTH64-0205	17.647692086718	22.7011130864379	3	0.1	0.0	#ffffff
PTC2-70-0508	-12.6304241303351	-15.6471413364281	2	0.4625614230224564	635.765047646801	#ff9999
PTH72-0407	-4.33596398073747	40.6893048315827	1	0.1	0.0	#ffffff
TTC6-0322	-40.1923643309593	13.0960587727719	5	0.1	0.0	#ffffff
TTH1-57-0508	-1.32238656287047	3.29146921381138	6	0.1	0.0	#ffffff
TTH174-0508	13.9628240371652	8.6402941275974	3	0.1	0.0	#ffffff
PTS142-0205	20.3073346553307	17.9300971735542	3	0.1	0.0	#ffffff
PTH142-0322	3.22002993562008	33.0038044287651	1	1.0	2117.3267093368	#ff0000
TTH18-1116	10.923545084942	-18.6424520403441	0	0.10116112580732109	2.03607763358126	#ffffff
NTC17-0508	3.08860087831682	-12.5017707128431	5	0.1	0.0	#ffffff
NTH2-83-0508	26.9045211448833	-6.35415929947921	4	0.2386211144261669	243.077321032431	#ffd8d8
PTH97-0407	-6.07761574036992	44.2189974427311	1	0.1	0.0	#ffffff
TTC41-1202	50.6929310813401	7.49501261454367	10	0.31565519677358456	378.159472425576	#ffc2c2
TTR65-0322	22.623678562814	-22.7748209976027	8	0.5730047667881277	829.431591445381	#ff7979
NTH63-1116	-12.2510290809091	10.4921330000941	0	0.1	0.0	#ffffff
TTR189-0407	7.05262622115667	11.9976314604654	6	0.1004316430460212	0.756902263435458	#ffffff
JTH-56-0508	2.67100046236971	0.477478603986442	6	0.1	0.0	#ffffff
TTC75-0407	-19.4423980255348	-10.406919010297	0	0.23806560267861435	242.10321035704	#ffd8d8
